,freq_items,frequency
11299,'100'  '96',103
11300,'722'  '96',110
11301,'258'  '554'  '96',116
11302,'554'  '96'  '998',116
11303,'258'  '554'  '96'  '998',113
11304,'214'  '419'  '96',110
11305,'145'  '214'  '419'  '96',108
11306,'214'  '419'  '510'  '96',110
11307,'145'  '214'  '419'  '510'  '96',108
11308,'145'  '214'  '96',113
11309,'145'  '214'  '510'  '96',111
11310,'214'  '510'  '96',114
11311,'258'  '96',129
11312,'258'  '96'  '998',122
11313,'96'  '998',137
11314,'419'  '510'  '96',118
11315,'145'  '419'  '510'  '96',115
11316,'145'  '419'  '96',121
11317,'510'  '96',151
11318,'145'  '510'  '96',123
11319,'279'  '390'  '96',142
11320,'145'  '279'  '390'  '96',138
11321,'145'  '390'  '96',145
11322,'279'  '96',161
11323,'145'  '279'  '96',143
11324,'145'  '96',284
11325,'183'  '541'  '72'  '96',414
11326,'183'  '541'  '594'  '72'  '96',405
11327,'183'  '594'  '72'  '96',417
11328,'594'  '72'  '96',429
11329,'541'  '72'  '96',429
11330,'541'  '594'  '72'  '96',417
11331,'541'  '594'  '96',436
11332,'183'  '541'  '594'  '96',424
11333,'183'  '594'  '96',437
11334,'541'  '96',454
11335,'183'  '541'  '96',434
11336,'183'  '96',458
11337,'277'  '738',101
11338,'277'  '538',103
11339,'145'  '277',118
11340,'277'  '468'  '632'  '692'  '913',120
11341,'277'  '450'  '468'  '632'  '692'  '913',118
11342,'277'  '450'  '468'  '692'  '913',122
11343,'277'  '468'  '632'  '692'  '825'  '913',115
11344,'277'  '450'  '468'  '632'  '692'  '825'  '913',113
11345,'277'  '450'  '468'  '692'  '825'  '913',117
11346,'277'  '468'  '632'  '825'  '913',120
11347,'277'  '450'  '468'  '632'  '825'  '913',118
11348,'277'  '450'  '468'  '825'  '913',122
11349,'277'  '468'  '632'  '913',125
11350,'277'  '450'  '468'  '632'  '913',123
11351,'277'  '450'  '468'  '913',127
11352,'277'  '468'  '632',133
11353,'277'  '450'  '468'  '632',131
11354,'277'  '468'  '632'  '825',128
11355,'277'  '450'  '468'  '632'  '825',126
11356,'277'  '450'  '468'  '825',131
11357,'277'  '468'  '692'  '825',128
11358,'277'  '450'  '468'  '692'  '825',126
11359,'277'  '468'  '632'  '692'  '825',123
11360,'277'  '450'  '468'  '632'  '692'  '825',121
11361,'277'  '450'  '468'  '632'  '692',126
11362,'277'  '450'  '468'  '692',131
11363,'277'  '450'  '468',136
11364,'277'  '632'  '692'  '825'  '913',121
11365,'277'  '450'  '632'  '692'  '825'  '913',119
11366,'277'  '450'  '692'  '825'  '913',123
11367,'277'  '632'  '692'  '913',126
11368,'277'  '450'  '632'  '692'  '913',124
11369,'277'  '450'  '692'  '913',128
11370,'277'  '632'  '825'  '913',127
11371,'277'  '450'  '632'  '825'  '913',124
11372,'277'  '450'  '825'  '913',128
11373,'277'  '632'  '913',132
11374,'277'  '450'  '632'  '913',129
11375,'277'  '450'  '913',133
11376,'277'  '450'  '692'  '825',132
11377,'277'  '450'  '632'  '692',132
11378,'277'  '450'  '632'  '692'  '825',127
11379,'277'  '450'  '632',138
11380,'277'  '450'  '825',138
11381,'277'  '450'  '632'  '825',132
11382,'277'  '632'  '692',134
11383,'277'  '632'  '692'  '825',129
11384,'277'  '632'  '825',135
11385,'277'  '825',163
11386,'277'  '692'  '825',135
11387,'277'  '692',168
11388,'277'  '914'  '984',355
11389,'277'  '793'  '914'  '984',336
11390,'277'  '793'  '984',356
11391,'277'  '793',389
11392,'277'  '793'  '914',362
11393,'277'  '914',459
11394,'432'  '949',110
11395,'208'  '346'  '432'  '8',100
11396,'208'  '346'  '432'  '73',100
11397,'208'  '432'  '73',103
11398,'208'  '432'  '8',103
11399,'208'  '432'  '73'  '8',101
11400,'346'  '432'  '73',106
11401,'346'  '432'  '73'  '8',104
11402,'432'  '73'  '8',108
11403,'346'  '432',135
11404,'346'  '432'  '8',120
11405,'432'  '8',148
11406,'283'  '432',158
11407,'432'  '890',251
11408,'432'  '504'  '890',233
11409,'151'  '432'  '504',228
11410,'151'  '432'  '504'  '890',221
11411,'151'  '432'  '890',229
11412,'432'  '967',293
11413,'274'  '432'  '967',267
11414,'130'  '432'  '967',264
11415,'130'  '274'  '432'  '967',248
11416,'130'  '274'  '432',268
11417,'274'  '432',297
11418,'432'  '504',301
11419,'145'  '160'  '48'  '795'  '963',124
11420,'145'  '160'  '48'  '580'  '795'  '963',117
11421,'145'  '160'  '580'  '795'  '963',125
11422,'160'  '48'  '795'  '963',135
11423,'160'  '48'  '580'  '795'  '963',128
11424,'160'  '580'  '795'  '963',136
11425,'145'  '160'  '48'  '963',137
11426,'145'  '160'  '580'  '963',137
11427,'145'  '160'  '48'  '580'  '963',129
11428,'160'  '580'  '963',149
11429,'160'  '48'  '963',149
11430,'160'  '48'  '580'  '963',141
11431,'160'  '162'  '43'  '571'  '878',129
11432,'160'  '162'  '43'  '571'  '593'  '878',124
11433,'160'  '43'  '571'  '593'  '878',129
11434,'160'  '571'  '593'  '878',137
11435,'160'  '162'  '571'  '593'  '878',132
11436,'160'  '162'  '571'  '878',138
11437,'160'  '43'  '593'  '878',139
11438,'160'  '162'  '43'  '593'  '878',134
11439,'160'  '162'  '43'  '878',140
11440,'160'  '593'  '878',150
11441,'160'  '162'  '593'  '878',145
11442,'160'  '162'  '878',152
11443,'145'  '160'  '580'  '795',130
11444,'145'  '160'  '48'  '580'  '795',122
11445,'145'  '160'  '48'  '580',135
11446,'160'  '580'  '795',147
11447,'160'  '48'  '580'  '795',136
11448,'160'  '48'  '580',150
11449,'160'  '162'  '43'  '571',137
11450,'160'  '162'  '43'  '571'  '593',131
11451,'160'  '43'  '571'  '593',137
11452,'160'  '43'  '593',148
11453,'160'  '162'  '43'  '593',142
11454,'160'  '162'  '43',149
11455,'160'  '571'  '593',153
11456,'160'  '162'  '571'  '593',147
11457,'160'  '162'  '571',154
11458,'160'  '48'  '795',144
11459,'145'  '160'  '48',144
11460,'145'  '160'  '48'  '795',130
11461,'160'  '722'  '887'  '995',137
11462,'160'  '653'  '722'  '887'  '995',133
11463,'160'  '653'  '722'  '995',144
11464,'160'  '887'  '995',152
11465,'160'  '653'  '887'  '995',147
11466,'160'  '653'  '995',160
11467,'160'  '795',176
11468,'145'  '160'  '795',139
11469,'145'  '160',182
11470,'160'  '722'  '887',153
11471,'160'  '653'  '722'  '887',147
11472,'160'  '653'  '722',163
11473,'160'  '162',280
11474,'160'  '162'  '593',262
11475,'160'  '593',281
11476,'160'  '887',363
11477,'160'  '653'  '887',336
11478,'160'  '653',373
11479,'217'  '395',108
11480,'280'  '395',125
11481,'395'  '618'  '631',123
11482,'395'  '411'  '618'  '631',122
11483,'395'  '618'  '631'  '874',118
11484,'395'  '411'  '618'  '631'  '874',117
11485,'395'  '411'  '618'  '874',120
11486,'395'  '411'  '618',125
11487,'395'  '631'  '874',123
11488,'395'  '411'  '631'  '874',120
11489,'395'  '411'  '631',127
11490,'395'  '411',144
11491,'395'  '411'  '874',126
11492,'395'  '895',152
11493,'395'  '854'  '895',131
11494,'390'  '395',162
11495,'390'  '395'  '854',149
11496,'395'  '874',296
11497,'395'  '854',305
11498,'196'  '922',100
11499,'38'  '922'  '992',115
11500,'38'  '598'  '922'  '992',110
11501,'598'  '922'  '992',117
11502,'38'  '922',141
11503,'598'  '922',141
11504,'38'  '598'  '922',122
11505,'529'  '71'  '857'  '922',119
11506,'175'  '529'  '71'  '857'  '922',115
11507,'529'  '71'  '752'  '857'  '922',114
11508,'175'  '529'  '71'  '752'  '857'  '922',111
11509,'175'  '71'  '752'  '857'  '922',116
11510,'175'  '71'  '857'  '922',120
11511,'529'  '752'  '857'  '922',121
11512,'175'  '529'  '752'  '857'  '922',117
11513,'175'  '529'  '857'  '922',122
11514,'752'  '857'  '922',129
11515,'175'  '752'  '857'  '922',125
11516,'175'  '857'  '922',130
11517,'529'  '71'  '752'  '922',122
11518,'175'  '529'  '71'  '752'  '922',119
11519,'175'  '71'  '752'  '922',125
11520,'529'  '71'  '922',129
11521,'175'  '529'  '71'  '922',125
11522,'175'  '71'  '922',133
11523,'175'  '529'  '922',133
11524,'175'  '529'  '752'  '922',125
11525,'175'  '752'  '922',135
11526,'752'  '922',155
11527,'529'  '752'  '922',130
11528,'529'  '922',169
11529,'510'  '844'  '922',164
11530,'510'  '682'  '922',164
11531,'510'  '682'  '844'  '922',161
11532,'844'  '922',179
11533,'682'  '844'  '922',165
11534,'682'  '922',187
11535,'129'  '78'  '922'  '94',171
11536,'129'  '198'  '78'  '922'  '94',167
11537,'198'  '78'  '922'  '94',173
11538,'129'  '922'  '94',180
11539,'129'  '198'  '922'  '94',174
11540,'198'  '922'  '94',182
11541,'129'  '78'  '922',184
11542,'129'  '198'  '78'  '922',179
11543,'198'  '78'  '922',185
11544,'198'  '922',202
11545,'129'  '198'  '922',187
11546,'129'  '922',205
11547,'573'  '922',242
11548,'427'  '7'  '72',144
11549,'427'  '529'  '7'  '72',137
11550,'427'  '529'  '7',147
11551,'7'  '72',162
11552,'529'  '7'  '72',149
11553,'529'  '7',190
11554,'470'  '7'  '948',273
11555,'449'  '470'  '7'  '948',263
11556,'449'  '7'  '948',275
11557,'449'  '7',291
11558,'449'  '470'  '7',273
11559,'470'  '7',294
11560,'606'  '7'  '854'  '975',370
11561,'419'  '606'  '7'  '854'  '975',358
11562,'419'  '606'  '7'  '854',375
11563,'606'  '7'  '975',390
11564,'419'  '606'  '7'  '975',374
11565,'419'  '606'  '7',392
11566,'419'  '7'  '975',398
11567,'419'  '7'  '854'  '975',382
11568,'7'  '854'  '975',400
11569,'7'  '854',432
11570,'419'  '7'  '854',403
11571,'419'  '7',434
11572,'608'  '992',100
11573,'608'  '800',100
11574,'608'  '859',101
11575,'32'  '460'  '608'  '897',134
11576,'32'  '460'  '608'  '676'  '897',132
11577,'32'  '608'  '676'  '897',136
11578,'460'  '608'  '897',139
11579,'460'  '608'  '676'  '897',136
11580,'608'  '676'  '897',141
11581,'32'  '608'  '676',140
11582,'32'  '460'  '608'  '676',135
11583,'460'  '608'  '676',141
11584,'32'  '608',160
11585,'32'  '460'  '608',137
11586,'460'  '608',165
11587,'175'  '511'  '608'  '792',157
11588,'175'  '511'  '579'  '608'  '792',150
11589,'511'  '579'  '608'  '792',158
11590,'175'  '511'  '608',167
11591,'175'  '511'  '579'  '608',159
11592,'511'  '579'  '608',168
11593,'175'  '608'  '792',162
11594,'175'  '579'  '608'  '792',155
11595,'579'  '608'  '792',164
11596,'175'  '608',192
11597,'175'  '579'  '608',164
11598,'579'  '608',197
11599,'438'  '540'  '608'  '790'  '966',264
11600,'438'  '526'  '540'  '608'  '790'  '966',261
11601,'438'  '526'  '540'  '608'  '790',266
11602,'540'  '608'  '790'  '966',272
11603,'526'  '540'  '608'  '790'  '966',268
11604,'526'  '540'  '608'  '790',273
11605,'526'  '540'  '608',283
11606,'526'  '540'  '608'  '966',278
11607,'438'  '526'  '540'  '608',276
11608,'438'  '540'  '608'  '966',276
11609,'438'  '526'  '540'  '608'  '966',271
11610,'540'  '608'  '966',284
11611,'438'  '608'  '790'  '966',273
11612,'438'  '526'  '608'  '790'  '966',270
11613,'438'  '526'  '608'  '790',276
11614,'608'  '790'  '966',282
11615,'526'  '608'  '790'  '966',278
11616,'526'  '608'  '790',284
11617,'438'  '526'  '608',286
11618,'438'  '526'  '608'  '966',280
11619,'526'  '608'  '966',289
11620,'608'  '966',313
11621,'438'  '608'  '966',286
11622,'438'  '608',326
11623,'663'  '912'  '923',100
11624,'401'  '912'  '923',101
11625,'12'  '912'  '923',102
11626,'597'  '912'  '923',102
11627,'12'  '663'  '912',100
11628,'597'  '663'  '912',100
11629,'12'  '401'  '912',103
11630,'12'  '597'  '912',105
11631,'401'  '912',131
11632,'912'  '913',134
11633,'597'  '912',136
11634,'378'  '912'  '978',128
11635,'378'  '510'  '912'  '978',122
11636,'378'  '487'  '912'  '978',115
11637,'378'  '487'  '510'  '912'  '978',111
11638,'487'  '510'  '912'  '978',121
11639,'510'  '912'  '978',133
11640,'378'  '487'  '912',130
11641,'378'  '487'  '510'  '912',123
11642,'378'  '510'  '912',134
11643,'487'  '912',163
11644,'487'  '510'  '912',139
11645,'510'  '912',166
11646,'348'  '912',562
11647,'511'  '982',114
11648,'350'  '414'  '511'  '832',102
11649,'350'  '414'  '511'  '832'  '857',100
11650,'350'  '414'  '511'  '857',105
11651,'414'  '511'  '832',109
11652,'414'  '511'  '832'  '857',105
11653,'414'  '511'  '857',110
11654,'350'  '511'  '857',110
11655,'350'  '511'  '832'  '857',104
11656,'511'  '832'  '857',111
11657,'350'  '511',127
11658,'350'  '511'  '832',112
11659,'175'  '511'  '792',164
11660,'175'  '511'  '579'  '792',157
11661,'511'  '579'  '792',165
11662,'511'  '579',189
11663,'175'  '511'  '579',168
11664,'175'  '511',191
11665,'143'  '28'  '283'  '5'  '511',178
11666,'28'  '283'  '5'  '511'  '832',178
11667,'143'  '28'  '283'  '5'  '511'  '832',169
11668,'143'  '28'  '283'  '511',190
11669,'143'  '28'  '283'  '511'  '832',179
11670,'28'  '283'  '511'  '832',192
11671,'28'  '5'  '511'  '832',192
11672,'143'  '28'  '5'  '511'  '832',180
11673,'143'  '28'  '5'  '511',193
11674,'143'  '28'  '511',208
11675,'143'  '28'  '511'  '832',193
11676,'28'  '511'  '832',211
11677,'143'  '283'  '5'  '511',191
11678,'143'  '283'  '5'  '511'  '832',181
11679,'283'  '5'  '511'  '832',192
11680,'143'  '5'  '511',208
11681,'143'  '5'  '511'  '832',194
11682,'5'  '511'  '832',209
11683,'143'  '283'  '511',209
11684,'143'  '283'  '511'  '832',195
11685,'143'  '511'  '832',213
11686,'283'  '511',242
11687,'283'  '511'  '832',211
11688,'285'  '387'  '511'  '594'  '614'  '720',256
11689,'112'  '285'  '387'  '511'  '594'  '614'  '720',249
11690,'112'  '387'  '511'  '594'  '614'  '720',260
11691,'285'  '387'  '511'  '594'  '614',269
11692,'112'  '285'  '387'  '511'  '594'  '614',261
11693,'112'  '387'  '511'  '594'  '614',272
11694,'511'  '594'  '614'  '720',284
11695,'112'  '511'  '594'  '614'  '720',274
11696,'285'  '511'  '594'  '614'  '720',271
11697,'112'  '285'  '511'  '594'  '614'  '720',263
11698,'112'  '285'  '511'  '594'  '614',275
11699,'112'  '511'  '594'  '614',286
11700,'285'  '387'  '511'  '594'  '720',274
11701,'112'  '285'  '387'  '511'  '594'  '720',266
11702,'112'  '387'  '511'  '594'  '720',278
11703,'285'  '387'  '511'  '594',289
11704,'112'  '285'  '387'  '511'  '594',280
11705,'112'  '387'  '511'  '594',292
11706,'285'  '511'  '594'  '720',291
11707,'112'  '285'  '511'  '594'  '720',282
11708,'112'  '511'  '594'  '720',294
11709,'285'  '511'  '594',306
11710,'112'  '285'  '511'  '594',296
11711,'112'  '511'  '594',308
11712,'285'  '387'  '511'  '720',292
11713,'112'  '285'  '387'  '511'  '720',283
11714,'112'  '387'  '511'  '720',296
11715,'285'  '387'  '511',311
11716,'112'  '285'  '387'  '511',301
11717,'112'  '387'  '511',314
11718,'285'  '387'  '511'  '614'  '720',272
11719,'112'  '285'  '387'  '511'  '614'  '720',264
11720,'112'  '387'  '511'  '614'  '720',276
11721,'285'  '387'  '511'  '614',287
11722,'112'  '285'  '387'  '511'  '614',278
11723,'112'  '387'  '511'  '614',290
11724,'511'  '614'  '720',304
11725,'112'  '511'  '614'  '720',293
11726,'285'  '511'  '614'  '720',289
11727,'112'  '285'  '511'  '614'  '720',280
11728,'112'  '285'  '511'  '614',294
11729,'112'  '511'  '614',307
11730,'285'  '511',335
11731,'112'  '285'  '511',319
11732,'285'  '511'  '720',312
11733,'112'  '285'  '511'  '720',301
11734,'112'  '511'  '720',316
11735,'112'  '511',339
11736,'511'  '832',351
11737,'428'  '509',190
11738,'428'  '509'  '94',174
11739,'401'  '428'  '784'  '94',309
11740,'401'  '428'  '684'  '784'  '94',299
11741,'401'  '428'  '684'  '784',312
11742,'428'  '784'  '94',324
11743,'428'  '684'  '784'  '94',311
11744,'428'  '684'  '784',325
11745,'401'  '428'  '684',320
11746,'401'  '428'  '684'  '94',306
11747,'401'  '428'  '94',323
11748,'279'  '428',357
11749,'279'  '428'  '826',318
11750,'428'  '684',357
11751,'428'  '684'  '94',323
11752,'428'  '826',372
11753,'428'  '94',508
11754,'266'  '797',112
11755,'266'  '890',114
11756,'266'  '401',116
11757,'145'  '266',122
11758,'266'  '523'  '944',161
11759,'266'  '523'  '766'  '944',160
11760,'266'  '766'  '944',168
11761,'266'  '523',193
11762,'266'  '523'  '766',172
11763,'266'  '766',218
11764,'266'  '988',244
11765,'151'  '266'  '988',229
11766,'151'  '266',251
11767,'214'  '266',251
11768,'120'  '214'  '266',222
11769,'120'  '266',272
11770,'32'  '325'  '470'  '526',119
11771,'276'  '32'  '325'  '470'  '526',115
11772,'276'  '32'  '325'  '526',125
11773,'325'  '470'  '526',132
11774,'276'  '325'  '470'  '526',125
11775,'276'  '325'  '526',138
11776,'276'  '325'  '470',138
11777,'276'  '32'  '325',138
11778,'276'  '32'  '325'  '470',126
11779,'325'  '470',164
11780,'32'  '325'  '470',134
11781,'32'  '325',177
11782,'325'  '692'  '736',316
11783,'325'  '368'  '736',316
11784,'325'  '368'  '692'  '736',301
11785,'325'  '692',350
11786,'325'  '368'  '692',315
11787,'325'  '368',367
11788,'325'  '775',499
11789,'325'  '75'  '775',471
11790,'325'  '75',500
11791,'201'  '450',102
11792,'201'  '989',107
11793,'201'  '859'  '989',102
11794,'201'  '701',108
11795,'201'  '859',112
11796,'201'  '944',113
11797,'201'  '778',113
11798,'201'  '675',116
11799,'201'  '487',119
11800,'201'  '274'  '490',107
11801,'201'  '274'  '490'  '631',102
11802,'201'  '274'  '631',111
11803,'201'  '631',136
11804,'201'  '490'  '631',111
11805,'147'  '201'  '540',118
11806,'147'  '201'  '509'  '540',115
11807,'147'  '201'  '509',156
11808,'201'  '509',171
11809,'201'  '509'  '540',118
11810,'201'  '490',189
11811,'116'  '201'  '653'  '720',169
11812,'116'  '201'  '653'  '720'  '846',163
11813,'116'  '201'  '653'  '846',170
11814,'201'  '653'  '720',183
11815,'201'  '653'  '720'  '846',176
11816,'201'  '653'  '846',185
11817,'116'  '201'  '846',190
11818,'116'  '201'  '720'  '846',178
11819,'201'  '720'  '846',195
11820,'201'  '540',218
11821,'116'  '201',220
11822,'116'  '201'  '720',186
11823,'201'  '720',224
11824,'422'  '823'  '918',118
11825,'422'  '8'  '823'  '918',111
11826,'422'  '8'  '823',120
11827,'823'  '918',138
11828,'8'  '823'  '918',115
11829,'8'  '823',142
11830,'196'  '820'  '823',144
11831,'196'  '820'  '823'  '975',137
11832,'820'  '823'  '975',146
11833,'823'  '975',166
11834,'196'  '823'  '975',146
11835,'196'  '823',169
11836,'1'  '470'  '523'  '823'  '874',271
11837,'1'  '470'  '523'  '823'  '874'  '884',269
11838,'470'  '523'  '823'  '874'  '884',274
11839,'1'  '523'  '823'  '874',278
11840,'1'  '523'  '823'  '874'  '884',275
11841,'523'  '823'  '874'  '884',282
11842,'1'  '523'  '823',286
11843,'1'  '523'  '823'  '884',282
11844,'1'  '470'  '523'  '823',279
11845,'1'  '470'  '523'  '823'  '884',276
11846,'470'  '523'  '823'  '884',283
11847,'523'  '823'  '884',291
11848,'1'  '470'  '823'  '874',284
11849,'1'  '470'  '823'  '874'  '884',281
11850,'470'  '823'  '874'  '884',286
11851,'1'  '823'  '874',292
11852,'1'  '823'  '874'  '884',287
11853,'823'  '874'  '884',294
11854,'1'  '470'  '823',292
11855,'1'  '470'  '823'  '884',288
11856,'1'  '823'  '884',294
11857,'823'  '884',308
11858,'470'  '823'  '884',295
11859,'470'  '823',318
11860,'423'  '749'  '823',366
11861,'423'  '521'  '749'  '823',351
11862,'423'  '521'  '823',367
11863,'749'  '823',397
11864,'521'  '749'  '823',370
11865,'521'  '823',406
11866,'217'  '366',124
11867,'366'  '414',204
11868,'183'  '366'  '414',193
11869,'10'  '366',213
11870,'10'  '366'  '688',193
11871,'366'  '688',215
11872,'366'  '674'  '720',376
11873,'183'  '366'  '674',376
11874,'183'  '366'  '674'  '720',353
11875,'366'  '720',419
11876,'183'  '366'  '720',383
11877,'183'  '366',616
11878,'129'  '928',126
11879,'129'  '477'  '928',107
11880,'598'  '928',132
11881,'487'  '928',138
11882,'477'  '487'  '928',104
11883,'477'  '928',146
11884,'844'  '928',160
11885,'39'  '844'  '928',130
11886,'39'  '928',178
11887,'115'  '258',109
11888,'258'  '75',110
11889,'258'  '554',128
11890,'258'  '554'  '998',116
11891,'258'  '775',130
11892,'258'  '998',143
11893,'140'  '258'  '832',149
11894,'140'  '258'  '804'  '832',141
11895,'258'  '804'  '832',152
11896,'140'  '258',172
11897,'140'  '258'  '804',144
11898,'258'  '804',198
11899,'429'  '854',107
11900,'198'  '429'  '883'  '910',143
11901,'198'  '429'  '853'  '883'  '910',136
11902,'198'  '429'  '853'  '910',145
11903,'198'  '429'  '883',158
11904,'198'  '429'  '853'  '883',147
11905,'198'  '429'  '853',159
11906,'429'  '883'  '910',154
11907,'429'  '853'  '883'  '910',146
11908,'429'  '853'  '910',156
11909,'429'  '853',183
11910,'429'  '853'  '883',162
